project_number,project_type,project_description,last_reviewed,project_location_clean,Coordinates_lat_lon
OG 16-140,Residence,Replacement windows,2016-05-19T12:00:00Z,3729 winfield lane nw,"(38.912163, -77.07281719470933)"
OG 16-134,Residence,"Alterations, Replacement windows and doors",2016-05-19T12:00:00Z,1313 28th street nw,"(38.90723465, -77.05688820341608)"
OG 16-133,Residence,"Alterations, Replacement windows",2016-05-19T12:00:00Z,3348 prospect street nw,"(38.905795, -77.0677172)"
OG 16-128,Mixed-use,Replacement windows,2016-05-19T12:00:00Z,3251 prospect street nw #301,"(38.906207249999994, -77.0640502482106)"
OG 16-107,Multi-family,"New building, site work",2016-05-19T12:00:00Z,1051 29th street nw,"(38.90336711860489, -77.05795314579895)"
OG 16-095,Commercial,Signs - Compass,2016-05-19T12:00:00Z,1232 31st street nw,"(38.9059893, -77.0614582418838)"
OG 16-071,Commercial,"Alterations, Roof deck, Signs - Sweetgreen",2016-05-19T12:00:00Z,1044 wisconsin avenue nw,"(38.9037871, -77.0629636)"
OG 16-062,Residence,Rear fence,2016-05-19T12:00:00Z,3050 p street nw,"(38.9091669, -77.06111626900923)"
OG 16-045,Residence,"Two-story rear addition, Porch enclosure, Demolition",2016-05-19T12:00:00Z,1679 35th street nw,"(38.91313925, -77.06898597617801)"
OG 16-013,Residence,New front porch,2016-05-19T12:00:00Z,3121 n street nw,"(38.906990300000004, -77.06207893540085)"
OG 16-003,Residence,"Rear addition, Alterations",2016-05-19T12:00:00Z,3029 dent place nw,"(38.912062399999996, -77.06042877641723)"
OG 15-239,D.C.,Demolition of existing gas station and construction of new five-story mixed-use building,2016-05-19T12:00:00Z,2715 pennsylvania avenue nw,"(38.904782857142855, -77.05634928571428)"
OG 16-013,Residence,New front porch,2016-05-05T12:00:00Z,3121 n street nw,"(38.906990300000004, -77.06207893540085)"
OG 16-195,Residence,"Rear addition, alterations - Demolition",2016-05-05T12:00:00Z,3234 n street nw,"(38.9066505, -77.06442179685416)"
OG 16-189,Commercial,Sign - Compass,2016-05-05T12:00:00Z,1232 31st street nw,"(38.9059893, -77.0614582418838)"
OG 16-184,Residence,Door replacement,2016-05-05T12:00:00Z,3641 winfield lane nw,"(38.91188, -77.07168062807185)"
OG 16-183,Residence,Alterations,2016-05-05T12:00:00Z,1524 34th street nw,"(38.90943445, -77.06804001189914)"
OG 16-128,Mixed-use,Replacement windows,2016-05-05T12:00:00Z,3251 prospect street nw #301,"(38.906207249999994, -77.0640502482106)"
OG 16-107,Multi-family,"New building, site work",2016-05-05T12:00:00Z,1051 29th street nw,"(38.90336711860489, -77.05795314579895)"
OG 16-095,Commercial,Signs - Compass,2016-05-05T12:00:00Z,1232 31st street nw,"(38.9059893, -77.0614582418838)"
OG 16-062,Residence,Rear fence,2016-05-05T12:00:00Z,3050 p street nw,"(38.9091669, -77.06111626900923)"
OG 16-003,Residence,"Rear addition, Alterations",2016-05-05T12:00:00Z,3029 dent place nw,"(38.912062399999996, -77.06042877641723)"
OG 16-207,Residence,Chimney repair,2016-05-05T12:00:00Z,1611 29th street nw,"(38.91099655, -77.05798169425)"
OG 16-201,Commercial,Roof trellis replacement,2016-05-05T12:00:00Z,1075 thomas jefferson street nw,"(38.90474855, -77.05991591962277)"
OG 16-198,Georgetown,Addition/alterations,2016-05-05T12:00:00Z,1221 36th street nw,"(38.90609945, -77.07004980744813)"
OG 16-192,Residence,Site work,2016-05-05T12:00:00Z,1607 31st street nw,"(38.910794100000004, -77.0618143038646)"
OG 16-191,Commercial,Back-lit signs - Paisano's,2016-05-05T12:00:00Z,1815 wisconsin avenue nw,"(38.9152228, -77.0673054)"
OG 16-190,Residence,Roof replacement,2016-05-05T12:00:00Z,1685 34th street nw,"(38.9129583, -77.06772116207146)"
OG 16-187,Residence,Parking pad paving,2016-05-05T12:00:00Z,3111 n street nw,"(38.906979050000004, -77.06170717376159)"
OG 16-186,Residence,Driveway paving,2016-05-05T12:00:00Z,3107 n street nw,"(38.906993099999994, -77.06157207508295)"
OG 16-185,Residence,Driveway paving,2016-05-05T12:00:00Z,3109 n street nw,"(38.90697965, -77.06163926007083)"
OG 16-182,Residence,"Alterations, Deck, Fence",2016-05-05T12:00:00Z,3342 prospect street nw,"(38.9057465, -77.06755086773626)"
OG 16-179,Georgetown,Driveway and parking pad paving,2016-05-05T12:00:00Z,3101 n street nw,"(38.907020900000006, -77.06143250262699)"
OG 16-175,Residence,"Alterations, Parking pad and gates",2016-05-05T12:00:00Z,3025 dumbarton street nw,"(38.90786275, -77.06025905029055)"
OG 16-173,Residence,"Sliding gate, Garden walls, Site work",2016-05-05T12:00:00Z,3247 p street nw,"(38.90894, -77.06489174372386)"
OG 16-167,Residence,Rear additions and alterations,2016-05-05T12:00:00Z,2707 n street nw,"(38.9069951, -77.05613997520467)"
OG 16-162,Residence,"Three-story rear addition, Alterations, Demolition",2016-05-05T12:00:00Z,3417 r street nw,"(38.913873699999996, -77.06859282562493)"
OG 16-159,Residence,"Alterations, Garage door opening",2016-05-05T12:00:00Z,1318 33rd street nw,"(38.907317199999994, -77.06640859633333)"
OG 16-141,Residence,New window opening,2016-05-05T12:00:00Z,3644 reservoir road nw,"(38.91242795, -77.07229073170241)"
OG 16-140,Residence,Replacement windows,2016-05-05T12:00:00Z,3729 winfield lane nw,"(38.912163, -77.07281719470933)"
OG 16-134,Residence,"Alterations, Replacement windows and doors",2016-05-05T12:00:00Z,1313 28th street nw,"(38.90723465, -77.05688820341608)"
OG 16-133,Residence,"Alterations, Replacement windows",2016-05-05T12:00:00Z,3348 prospect street nw,"(38.905795, -77.0677172)"
OG 16-045,Residence,"Two-story rear addition, Porch enclosure, Demolition",2016-05-05T12:00:00Z,1679 35th street nw,"(38.91313925, -77.06898597617801)"
OG 16-209,Residence,Removal of DEFS - Existing alterations without review,2016-05-05T12:00:00Z,3107 dumbarton street nw,"(38.90783605, -77.06171512480557)"
OG 16-116,Commercial,Rooftop mechanical equipment and ductwork - Existing alterations without review,2016-05-05T12:00:00Z,1525 wisconsin avenue nw,"(38.90990585, -77.06444750107156)"
OG 16-202,Mixed-use,"Awnings, Banner - Curio",2016-05-05T12:00:00Z,1071 thomas jefferson street nw,"(38.9046273, -77.05997164008193)"
OG 16-197,Commercial,"Alterations, Signs - COS",2016-05-05T12:00:00Z,1200 wisconsin avenue nw,"(38.9053091, -77.0629753)"
OG 16-203,Residence,"Alterations, Replacement windows",2016-05-05T12:00:00Z,2809 dumbarton street nw,"(38.907922400000004, -77.0574415449529)"
OG 16-137,Residence,"Garage, Site work",2016-05-05T12:00:00Z,1419 33rd street nw,"(38.908418049999995, -77.06580602516962)"
OG 16-210,Residence,"Rear addition, Shed demolition, Site work",2016-05-05T12:00:00Z,3009 dumbarton street nw,"(38.9077782, -77.0596574)"
OG 16-177,Residence,"Alterations, Second story addition",2016-05-05T12:00:00Z,1320 29th street nw,"(38.90742975, -77.05830343735084)"
OG 16-206,Residence,"Addition to garage, Alterations",2016-05-05T12:00:00Z,3100 dumbarton street nw,"(38.9074729, -77.061426)"
OG 16-200,Commercial,"Storefront alterations, Replacement canopy",2016-05-05T12:00:00Z,1335 wisconsin avenue nw,"(38.9074919, -77.06317091714419)"
OG 16-204,Commercial,Roof deck and railing,2016-05-05T12:00:00Z,1413 wisconsin avenue nw,"(38.9088258, -77.06381903896423)"
OG 16-196,Commercial,"Storefront alterations, Sign - UBIQ",2016-05-05T12:00:00Z,3124 m street nw,"(38.90498155, -77.0619760306102)"
OG 16-071,Commercial,"Alterations, Roof deck, Signs - Sweetgreen",2016-05-05T12:00:00Z,1044 wisconsin avenue nw,"(38.9037871, -77.0629636)"
OG 16-168,Commercial,"Storefront alterations, Replacement windows",2016-05-05T12:00:00Z,1353-1355 wisconsin avenue nw,"(38.90801135, -77.0633704084453)"
OG 16-205,Mixed-use,"Additions, Alterations, Demolition",2016-05-05T12:00:00Z,3000 m street nw,"(38.90505165, -77.0594734877022)"
OG 16-101,Multi-family,"Alterations, demolition, replacement windows",2016-04-21T12:00:00Z,2512 q street nw,"(38.910245849999995, -77.05317024828165)"
OG 16-051,Commercial,Door replacement,2016-04-21T12:00:00Z,3225 m street nw,"(38.9053501, -77.06371601923077)"
OG 16-178,Residence,Alterations,2016-04-21T12:00:00Z,1544 33rd street nw,"(38.91000135, -77.06627920586874)"
OG 16-176,Commercial,Site work,2016-04-21T12:00:00Z,1815 wisconsin avenue nw,"(38.9152228, -77.0673054)"
OG 16-174,Residence,Alterations,2016-04-21T12:00:00Z,1231-1235 31st street nw,"(38.90612795, -77.06098765394734)"
OG 16-172,Residence,Alterations,2016-04-21T12:00:00Z,3323 o street nw,"(38.9079285, -77.06697365014935)"
OG 16-171,Residence,"Rear addition, alterations",2016-04-21T12:00:00Z,2807 o street nw,"(38.90862945, -77.0574478130568)"
OG 16-170,Residence,Alteration,2016-04-21T12:00:00Z,2723 n street nw,"(38.906990699999994, -77.05676271899773)"
OG 16-166,Residence,Site work,2016-04-21T12:00:00Z,2715 n street nw,"(38.9071334, -77.0563978817517)"
OG 16-164,Commercial,Metal louvers,2016-04-21T12:00:00Z,3222 m street nw,"(38.9049957, -77.0637404)"
OG 16-161,Commercial,"Alterations, Back-lit sign - Violet Boutique",2016-04-21T12:00:00Z,3289 m street nw,"(38.90519777777778, -77.065743)"
OG 16-160,Mixed-use,Sign - Colonial Parking,2016-04-21T12:00:00Z,3111 k street nw,"(38.9027426, -77.0617112)"
OG 16-158,Residence,Fence,2016-04-21T12:00:00Z,3210 r street nw,"(38.9134854, -77.06453026692205)"
OG 16-157,Commercial,Back-lit signs - United Bank,2016-04-21T12:00:00Z,1001 wisconsin avenue nw,"(38.9027712, -77.0624513)"
OG 16-156,Commercial,Back-lit signs - United Bank,2016-04-21T12:00:00Z,1115 30th street nw,"(38.9046557, -77.0589774)"
OG 16-153,Residence,Roof replacement,2016-04-21T12:00:00Z,1423 28th street nw,"(38.9091726, -77.0569538)"
OG 16-152,British,"Guard booth, fence, security elements",2016-04-21T12:00:00Z,2001 wisconsin avenue nw,"(38.91667925, -77.0680748154191)"
OG 16-151,Residence,Pool house alterations,2016-04-21T12:00:00Z,3267 p street nw,"(38.90897345, -77.0654791744663)"
OG 16-150,Commercial,Sign - Lucky Brand,2016-04-21T12:00:00Z,3271 m street nw,"(38.9052844, -77.0649467)"
OG 16-149,Commercial,Replacement windows - Existing alterations without review,2016-04-21T12:00:00Z,1027 31st street nw,"(38.9033932, -77.06097146532852)"
OG 16-147,Commercial,"Marquee, sign - Morton's Steakhouse",2016-04-21T12:00:00Z,3251 prospect street nw,"(38.906207249999994, -77.0640502482106)"
OG 16-146,Residence,Alterations at rear,2016-04-21T12:00:00Z,2804 p street nw,"(38.909192450000006, -77.05735713476525)"
OG 16-144,Commercial,Sign - Zannchi,2016-04-21T12:00:00Z,1529 wisconsin avenue nw,"(38.90997185, -77.06448376311732)"
OG 16-143,Georgetown,Chain-link fence,2016-04-21T12:00:00Z,3700 o street nw,"(38.90893925, -77.07457962060826)"
OG 16-142,Residence,Pool,2016-04-21T12:00:00Z,1525 29th street nw,"(38.9100758, -77.05797662411301)"
OG 16-113,Residence,Replacement windows,2016-04-21T12:00:00Z,3302 prospect street nw,"(38.90583465, -77.06624122370481)"
OG 16-104,Residence,Replacement windows,2016-04-21T12:00:00Z,3048 n street nw,"(38.906674800000005, -77.0610026203689)"
OG 16-100,Commercial,Storefront alterations - Anthropologie,2016-04-21T12:00:00Z,3222-3236 m street nw,"(38.9049957, -77.0637404)"
OG 16-077,Residence,"Two-story plus basement rear addition, in-fill areaway, one-story side addition, demolition",2016-04-21T12:00:00Z,1661 35th street nw,"(38.9125586, -77.0690527)"
OG 16-068,Residence,"Addition, demolition, replacement windows, site work",2016-04-21T12:00:00Z,3420 p street nw,"(38.90857765, -77.06858449305872)"
OG 16-178,Residence,Alterations,2016-04-07T12:00:00Z,1544 33rd street nw,"(38.91000135, -77.06627920586874)"
OG 16-176,Commercial,Site work,2016-04-07T12:00:00Z,1815 wisconsin avenue nw,"(38.9152228, -77.0673054)"
OG 16-171,Residence,"Rear addition, Alterations",2016-04-07T12:00:00Z,2807 o street nw,"(38.90862945, -77.0574478130568)"
OG 16-170,Residence,Alteration,2016-04-07T12:00:00Z,2723 n street nw,"(38.906990699999994, -77.05676271899773)"
OG 16-158,Residence,Fence,2016-04-07T12:00:00Z,3210 r street nw,"(38.9134854, -77.06453026692205)"
OG 16-143,Georgetown,Chain-link fence,2016-04-07T12:00:00Z,3700 o street nw,"(38.90893925, -77.07457962060826)"
OG 16-142,Residence,Pool,2016-04-07T12:00:00Z,1525 29th street nw,"(38.9100758, -77.05797662411301)"
OG 16-051,Commercial,Door replacement,2016-04-07T12:00:00Z,3225 m street nw,"(38.9053501, -77.06371601923077)"
OG 16-172,Residence,Alterations,2016-04-07T12:00:00Z,3323 o street nw,"(38.9079285, -77.06697365014935)"
OG 16-164,Commercial,Metal louvers,2016-04-07T12:00:00Z,3222 m street nw,"(38.9049957, -77.0637404)"
OG 16-161,Commercial,"Alterations, Back-lit sign - Violet Boutique",2016-04-07T12:00:00Z,3289 m street nw,"(38.90519777777778, -77.065743)"
OG 16-160,Mixed-use,Sign - Colonial Parking,2016-04-07T12:00:00Z,3111 k street nw,"(38.9027426, -77.0617112)"
OG 16-157,Commercial,Back-lit signs - United Bank,2016-04-07T12:00:00Z,1001 wisconsin avenue nw,"(38.9027712, -77.0624513)"
OG 16-156,Commercial,Back-lit signs - United Bank,2016-04-07T12:00:00Z,1115 30th street nw,"(38.9046557, -77.0589774)"
OG 16-153,Residence,Roof replacement,2016-04-07T12:00:00Z,1423 28th street nw,"(38.9091726, -77.0569538)"
OG 16-152,British,"Guard booth, Fence, Security elements",2016-04-07T12:00:00Z,2001 wisconsin avenue nw,"(38.91667925, -77.0680748154191)"
OG 16-151,Residence,Pool house alterations,2016-04-07T12:00:00Z,3267 p street nw,"(38.90897345, -77.0654791744663)"
OG 16-150,Commercial,Sign - Lucky Brand,2016-04-07T12:00:00Z,3271 m street nw,"(38.9052844, -77.0649467)"
OG 16-147,Commercial,"Marquee, Sign - Morton's Steakhouse",2016-04-07T12:00:00Z,3251 prospect street nw,"(38.906207249999994, -77.0640502482106)"
OG 16-146,Residence,Alterations at rear,2016-04-07T12:00:00Z,2804 p street nw,"(38.909192450000006, -77.05735713476525)"
OG 16-144,Commercial,Sign - Zannchi,2016-04-07T12:00:00Z,1529 wisconsin avenue nw,"(38.90997185, -77.06448376311732)"
OG 16-113,Residence,Replacement windows,2016-04-07T12:00:00Z,3302 prospect street nw,"(38.90583465, -77.06624122370481)"
OG 16-104,Residence,Replacement windows,2016-04-07T12:00:00Z,3048 n street nw,"(38.906674800000005, -77.0610026203689)"
OG 16-100,Commercial,Storefront alterations - Anthropologie,2016-04-07T12:00:00Z,3222-3236 m street nw,"(38.9049957, -77.0637404)"
OG 16-077,Residence,"Two-story plus basement rear addition, in-fill areaway, one-story side addition, demolition",2016-04-07T12:00:00Z,1661 35th street nw,"(38.9125586, -77.0690527)"
OG 16-068,Residence,"Addition, Demolition, Replacement windows, Site work",2016-04-07T12:00:00Z,3420 p street nw,"(38.90857765, -77.06858449305872)"
OG 16-120,Georgetown,Security elements,2016-04-07T12:00:00Z,1308 28th street nw,"(38.9072014, -77.0572213)"
OG 16-121,Kesher,Security elements,2016-04-07T12:00:00Z,2801 n street nw,"(38.90699425, -77.05721822563807)"
OG 16-149,Commercial,"Alterations, Sign - Georgetown Golden Chicken.  Windows - Existing alterations without review",2016-04-07T12:00:00Z,1027 31st street nw,"(38.9033932, -77.06097146532852)"
OG 16-092,Residence,"Alterations, Replacement windows",2016-04-07T12:00:00Z,3300 q street nw,"(38.910645200000005, -77.06641724791291)"
OG 16-093,Commercial,Roof top HVAC,2016-04-07T12:00:00Z,2910 m street nw,"(38.9050666, -77.05852287452055)"
OG 16-165,Multi-family,Fence and gate,2016-04-07T12:00:00Z,2709 n street nw,"(38.907128549999996, -77.05626136309205)"
OG 16-166,Residence,Site work,2016-04-07T12:00:00Z,2715 n street nw,"(38.9071334, -77.0563978817517)"
OG 16-169,Restaurant,"Sign, Alley lighting - Sovereign",2016-04-07T12:00:00Z,1206 wisconsin avenue nw,"(38.9055067, -77.0631764)"
OG 16-071,Commercial,"Alterations, Roof deck, Signs - Sweetgreen",2016-04-07T12:00:00Z,1044 wisconsin avenue nw,"(38.9037871, -77.0629636)"
OG 16-124,Commercial,Alterations to FFB terrace,2016-04-07T12:00:00Z,3000 k street nw,"(38.901738300000005, -77.05971253342119)"
OG 16-168,Commercial,"Alterations, Replacement windows",2016-04-07T12:00:00Z,1353-1355 wisconsin avenue nw,"(38.90801135, -77.0633704084453)"
OG 16-154,Residence,"New window openings, Window wells in public space",2016-04-07T12:00:00Z,3207 scott place nw,"(38.9121267, -77.06438700301041)"
OG 16-159,Residence,"Alterations, Garage",2016-04-07T12:00:00Z,1318 33rd street nw,"(38.907317199999994, -77.06640859633333)"
OG 16-177,Residence,"Alterations, Second story addition",2016-04-07T12:00:00Z,1320 29th street nw,"(38.90742975, -77.05830343735084)"
OG 16-175,Residence,"Alterations, Demolition, Parking pad and gates",2016-04-07T12:00:00Z,3025 dumbarton street nw,"(38.90786275, -77.06025905029055)"
OG 16-174,Residence,Revision to Permit - alterations,2016-04-07T12:00:00Z,1231-1235 31st street nw,"(38.90612795, -77.06098765394734)"
OG 16-137,Residence,Parking pad with overhead door,2016-04-07T12:00:00Z,1419 33rd street nw,"(38.908418049999995, -77.06580602516962)"
OG 16-134,Residence,"Alterations, Replacement windows and doors",2016-04-07T12:00:00Z,1313 28th street nw,"(38.90723465, -77.05688820341608)"
OG 16-133,Residence,"Alterations, Replacement windows",2016-04-07T12:00:00Z,3348 prospect street nw,"(38.905795, -77.0677172)"
OG 16-045,Residence,"Two-story rear addition, Porch enclosure, Demolition",2016-04-07T12:00:00Z,1679 35th street nw,"(38.91313925, -77.06898597617801)"
OG 16-101,Multi-family,"Alterations, Demolition, Replacement windows",2016-04-07T12:00:00Z,2512 q street nw,"(38.910245849999995, -77.05317024828165)"
OG 16-155,Residence,New construction,2016-04-07T12:00:00Z,3324 dent place nw,"(38.911520249999995, -77.06698938726205)"
OG 15-239,Mixed-use,"Demolition, New construction",2016-04-07T12:00:00Z,2715 pennsylvania avenue nw,"(38.904782857142855, -77.05634928571428)"
OG 16-138,Residence,Alterations at rear,2016-03-17T12:00:00Z,1320 35th street nw,"(38.9073228, -77.06923559846368)"
OG 16-136,Commercial,"Storefront alterations, sign - UBIQ",2016-03-17T12:00:00Z,3124 m street nw,"(38.90498155, -77.0619760306102)"
OG 16-135,Residence,"Fenestration alterations, railings",2016-03-17T12:00:00Z,3029 q street nw,"(38.9107274, -77.0606333)"
OG 16-132,Residence,"Alterations, deck, fence",2016-03-17T12:00:00Z,3342 prospect street nw,"(38.9057465, -77.06755086773626)"
OG 16-129,Commercial,Awnings and sign - TJ Maxx,2016-03-17T12:00:00Z,3222 m street nw,"(38.9049957, -77.0637404)"
OG 16-127,Commercial,Flags and hardware,2016-03-17T12:00:00Z,1065 31st street nw,"(38.904486399999996, -77.06097366298931)"
OG 16-126,Georgetown,Telecommunications antennae,2016-03-17T12:00:00Z,3700 o street nw,"(38.90893925, -77.07457962060826)"
OG 16-125,Residence,Roof replacement,2016-03-17T12:00:00Z,2807 o street nw,"(38.90862945, -77.0574478130568)"
OG 16-118,Georgetown,New pavers at driveway and parking pad,2016-03-17T12:00:00Z,3101 n street nw,"(38.907020900000006, -77.06143250262699)"
